INDRA UUID	Belief	PMID	Evidence	API	Subject	Predicate	Object
f957a1d0-9e1b-4da5-8351-fecf9666bf1c	0.65	3794699	Inhibitors and substrates of MAO-B inhibited binding of [3H] Ro 16-6491, whereas MAO-A blockers were much less potent.	reach	p(HGNC:MAOB)	increases	act(p(PFAM:PF02829))
ffa250e3-ace8-42cd-8ab4-91248d8f52dd	1.0	3871244	The inhibition of MAO-B by MPTP in vitro was noncompetitive, time dependent, and not fully reversed by dialysis, consistent with the findings of others that MPTP is acted upon by MAO-B.	reach	p(UP:Q06180)	decreases	act(p(HGNC:MAOB))
ffa250e3-ace8-42cd-8ab4-91248d8f52dd	1.0	3871244	The inhibition of MAO-B by MPTP in vitro was noncompetitive, time-dependent, and not fully reversed by dialysis, consistent with the findings of others that MPTP is acted upon by MAO-B. In mice, four successive daily doses of MPTP is acted upon by MAO-B. In mice, four successive daily doses of MPTP given s.	sparser	p(UP:Q06180)	decreases	act(p(HGNC:MAOB))
ffa250e3-ace8-42cd-8ab4-91248d8f52dd	1.0	3871853	In contrast to the inhibition of MAO-A, the inhibition of MAO-B by MPTP showed noncompetitive kinetics, was not fully reversible by dialysis and was time dependent.	reach	p(UP:Q06180)	decreases	act(p(HGNC:MAOB))
ffa250e3-ace8-42cd-8ab4-91248d8f52dd	1.0	3876524	MPTP inhibited monoamine oxidase B (MAO-B) with both a reversible (competitive, Ki = 116 microM) and an irreversible time-dependent component, but inhibition by MPP+ was reversible and competitive (Ki = 180 microM).	sparser	p(UP:Q06180)	decreases	act(p(HGNC:MAOB))
e9cee56f-aecc-4875-82fe-88b8ff99d928	0.86	6117615	Simple linear competitive inhibition of MAO-A and MAO-B was observed, with Ki values of 6 x 10(-6) and 8 x 10(-5) M, respectively.	sparser	p(HGNC:LITAF)	decreases	act(p(HGNC:MAOB))
30a1c5af-390e-46ae-8afa-626ee79368a2	0.65	6791210	Chronic treatment with the MAO-A inhibitor clorgyline and the MAO-B inhibitor pargyline showed significant inhibition of the alternate MAO enzyme as well, although this crossover effect was greater for pargyline than clorgyline.	sparser	p(HGNC:MAOB)	decreases	act(p(UP:Q8GAJ0))
393ccfca-d9f0-4c96-a682-36b3c2c5ee9a	0.65	6817759	An intercept effect
similar to that  observed for the inhibition of activity towards PEA
by clorgyline was found for the inhibition of 5-HT  by the MAO-B
selective inhibitors /-deprenyl and  pargyline[MISSING/INVALID API KEY: limited to 200 char for Elsevier]	sparser	p(HGNC:MAOB)	decreases	act(p(HGNC:HTR3A))
9331dada-49d6-479c-9a83-b5e1a94a5511	0.99	6830619	Preliminary time
courses of the inhibition of MAO-A by clorgyline and MAO-B with
l-deprenyl indicated that, for both brain and intestinal homo-
genates, the reaction between enzyme form and inhibitor [MISSING/INVALID API KEY: limited to 200 char for Elsevier]	sparser	p(HGNC:MAOB)	decreases	act(p(HGNC:MAOA))
9331dada-49d6-479c-9a83-b5e1a94a5511	0.99	7426027	This time allows for the  selective inhibition
of MAO-A by clorgyline and  MAO-B by 1-deprenil to reach completion
[25].	sparser	p(HGNC:MAOB)	decreases	act(p(HGNC:MAOA))
4578632a-82f0-457c-a7da-419af085ee4f	0.88	7617809	CPTP inhibits both MAO-A and MAO-B. Some other haloperidol metabolites, i.e. 4-(4-chlorophenyl)-4-hydroxypyridine (CPHP), 4-(4-chlorophenyl)-1-[4-(4-fluorophenyl)-4-oxobutyl]-1,2,3,6- tetrahydropyridine N-oxide (HTPNO) and reduced haloperidol (RHAL), do not inhibit MAO to any appreciable degree at concentrations up to 100 microM.	sparser	p(HGNC:CPTP)	decreases	act(p(HGNC:MAOB))
ffa250e3-ace8-42cd-8ab4-91248d8f52dd	1.0	7756620	Since these effects were accompanied by loss of nigral dopaminergic cells but not of raphe cell bodies or 5-HT immunoreactivity, we suggest that MPTP suppresses raphe MAO-B without destroying its presumed host serotoninergic neurones and that raphe MAO-B does not appear to be crucial in the MPTP induced nigral lesion.	reach	p(UP:Q06180)	decreases	act(p(HGNC:MAOB))
cb0ccd75-a57c-4d93-9779-60e2a92e56e5	0.65	7828725	It has been believed that the toxicity of MPTP
toward dopam-  inegic neurons is dependent on the metabolism of MPTP
by  only glial MAO-B [15], because selective inhibitors, deprenyl  and
pargyline, of[MISSING/INVALID API KEY: limited to 200 char for Elsevier]	sparser	p(HGNC:MAOB)	decreases	act(p(UP:Q06180))
e026241a-b92c-40ec-8a0c-cece2ff5adf5	0.97	7931253	MDL 72974A selectively inhibits MAO-B at doses up to 24 mg orally and has a favourable safety profile.	sparser	p(UP:P0AAG5)	decreases	act(p(HGNC:MAOB))
e026241a-b92c-40ec-8a0c-cece2ff5adf5	0.97	7931253	MDL 72974A selectively inhibits MAO-B at doses up to 24 mg orally and has a favourable safety profile.	reach	p(UP:P0AAG5)	decreases	act(p(HGNC:MAOB))
e026241a-b92c-40ec-8a0c-cece2ff5adf5	0.97	7931257	MDL 72974A (E)-2-(4-fluorophenethyl)-3-fluoroallylamine hydrochloride is a potent (IC50 = 10 (-9) M) inhibitor of both MAO-B and SSAO, with 190-fold lower affinity for MAO-A.	reach	p(UP:P0AAG5)	decreases	act(p(HGNC:MAOB))
f5d99288-8b43-4db3-9aec-0c7bd729b086	0.95	7995015	Because Parkinson 's disease is characterized by a decrease in dopaminergic neurotransmission in the basal ganglia, the selective inhibition of MAO-B should lead to diminished metabolism of dopamine in the nigrostriatal system and a significant increase in the concentration of the neurotransmitter.	reach	p(HGNC:MAOB)	increases	bp(GO:"GO:0008152")
f5d99288-8b43-4db3-9aec-0c7bd729b086	0.95	7995015	Because Parkinson 's disease is characterized by a decrease in dopaminergic neurotransmission in the basal ganglia, the selective inhibition of MAO-B should lead to diminished metabolism of dopamine in the nigrostriatal system and a significant increase in the concentration of the neurotransmitter.	reach	p(HGNC:MAOB)	increases	bp(GO:"GO:0008152")
7ba3feaf-8c4a-4929-95fe-6433de41254b	0.65	8013556	These results show that in the guinea pig
striatum inhibition of monoamine oxidase B by (-)-deprenyl impairs the
metabolism of dopamine in the whole tissue but does not produce a
marked increase in ex[MISSING/INVALID API KEY: limited to 200 char for Elsevier]	sparser	p(HGNC:PTPN5)	decreases	act(p(HGNC:MAOB))
e026241a-b92c-40ec-8a0c-cece2ff5adf5	0.97	8489556	MDL 72974A produced significant inhibition of platelet MAO-B activity at all of the doses> or = 0.5 mg (> 95% after 1 h).	reach	p(UP:P0AAG5)	decreases	act(p(HGNC:MAOB))
7f2112ce-0d53-421f-95cd-edc96b8d7593	0.92	8631685	The homology search and disruption of maoA on the chromosome led to the conclusion that MaoB is a transcriptional activator of maoA but not an amine oxidase.	reach	p(HGNC:MAOB)	increases	act(p(HGNC:MAOA))
b9a776f4-d5a9-4e80-80e7-840bc6401a29	0.65	8631685	Thus, it seems likely that tyramine and the MaoB protein activate the transcription of maoA by binding to the regulatory region of the maoA gene.	reach	p(HGNC:MAOB)	increases	p(HGNC:MAOA)
e27b8909-699a-416a-8ee5-c795300582ce	0.65	8680861	The selective MAO-B increase was substantially reduced by the antagonist RU 486, thus suggesting a glucocorticoid receptor mediated action of the hormone.	reach	p(HGNC:HPS6)	decreases	act(p(HGNC:MAOB))
e9cee56f-aecc-4875-82fe-88b8ff99d928	0.86	8747857	The  delayed nature of the ( )-deprenyl-induced improvement  in
clinical symptoms described in the present report further  suggests
that a simple inhibition of MAO-B is unlikely to  account for that
i[MISSING/INVALID API KEY: limited to 200 char for Elsevier]	sparser	p(HGNC:LITAF)	decreases	act(p(HGNC:MAOB))
8a8dad0b-8ad0-4f37-8c77-bd8d100059cd	0.65	8789614	Levels of 2-phenylethylamine (PE), a putative modulator of dopaminergic transmission, were increased by MAO-B inhibition in all three brain regions examined.	reach	p(HGNC:MAOB)	decreases	p(HGNC:PREP)
1c0842f1-69a5-473d-ab48-8d3a43c96c48	0.86	8813527	Isatin is a component of tribulin (Glover et al.,  1988)
with a relatively specific inhibitory action of MAO-  B. Inhibition of
MAO-B can increase dopamine and sero-  tonin levels.	sparser	p(UP:Q8GAJ0)	decreases	act(p(HGNC:MAOB))
ad0f5b1a-d26d-425a-afbc-8d7de60b871b	0.65	8847423	The radioligands [3H]-Ro 41-1049 and [3H] lazabemide (reversible and selective inhibitors of MAO-A and MAO-B, respectively) were used to reveal the protein distribution by enzyme radioautography.	reach	p(PFAM:PF02829)	increases	act(p(HGNC:MAOB))
c6b421fe-f02b-41f8-bd66-e617eacbcd6b	0.65	9131670	Application of (-)-Deprenyl at concentrations of 0.1-10 microM significantly reduces MPP (+)-induced apoptosis in MES 23.5 cells; (-)-Deprenyl at higher concentrations (> 100 microM) that completely inhibit MAO-B activity, however, induces apoptosis.	reach	p(HGNC:MAOB)	increases	bp(GO:"GO:0006915")
9331dada-49d6-479c-9a83-b5e1a94a5511	0.99	9503569	We found that this effect depended on the selective inhibition of MAO-A, but not MAO-B, which resulted in the increased formation of N-acetylserotonin (N-AS), the intermediate precursor of melatonin.	reach	p(HGNC:MAOB)	decreases	act(p(HGNC:MAOA))
d3ea6b7a-5403-410a-a9e1-fc9a0e7164ef	0.65	9698084	For this reason, inhibition of MAO-A and MAO-B by CIT and its demethylated metabolites was measured using an  screening test performed with rat mitochondrial preparations .	sparser	p(HGNC:CIT)	decreases	act(p(HGNC:MAOB))
d78d55d7-9439-48fd-a4fc-28138efeeb50	0.86	9826433	These results indicate that AO catalyzes the metabolic conversion of MPDP+, produced from MPTP by MAO-B, to MPTP lactam.	reach	p(HGNC:MAOB)	increases	act(p(UP:Q06180))
