INDRA UUID	Belief	PMID	Evidence	API	Subject	Predicate	Object	Checked	Correct	Change	annotation
472faa26-0f6a-4bb9-bb77-c462930cd0d6	0.65	27094516	In the mouse, TREM2 is required for adipocyte differentiation and promotes adipogenesis by upregulating adipogenic regulators and inhibiting the Wnt10b and beta-catenin signaling pathway [XREF_BIBR].	reach	p(HGNC:TREM2)	decreases	act(p(HGNC:WNT10B))				
2825a9ca-70d4-458c-88e8-3341c7c72516	0.95	27102437	Blockage of IL-10 reduced TREM-2 + DCs in CM.	reach	p(HGNC:IL10)	increases	act(p(HGNC:TREM2))				
b6a50e19-e2f7-48f2-9738-13afd05cc517	0.86	27102437	Furthermore, TREM-2 + DCs from tumor bearing mice and CM produced less IL-12 but more IL-10, In addition, we also collected DCs from CM on day 5 and tested its OVA uptake to investigate their endocytosis phenomenon.	reach	p(HGNC:TREM2)	increases	act(p(FPLX:IL12))				
2825a9ca-70d4-458c-88e8-3341c7c72516	0.95	27102437	Importantly, a neutralizing IL-10 mAb reduced TREM-2 + DCs derived from CM and reversed the inhibitory effect of TREM-2 + DCs in T cell proliferation.	reach	p(HGNC:IL10)	increases	act(p(HGNC:TREM2))				
ad957a8e-a44a-4155-92a4-5b1f87b9d698	0.86	27102437	Importantly, a neutralizing IL-10 mAb reduced TREM-2 + DCs derived from CM and reversed the inhibitory effect of TREM-2 + DCs in T cell proliferation.	reach	p(HGNC:IL10)	decreases	act(p(HGNC:TREM2))				
ad957a8e-a44a-4155-92a4-5b1f87b9d698	0.86	27102437	Moreover, a neutralizing IL-10 mAb reduced the TREM-2 + DCs derived from CM.	reach	p(HGNC:IL10)	decreases	act(p(HGNC:TREM2))				
1156db53-7326-4d9c-a028-32e494cf6725	0.92	27102437	Moreover, inhibition of Syk could reduce IL-10 secretion of TREM-2 + DCs and lower the suppression potential of TREM-2 + DCs on T cell proliferation.	reach	p(HGNC:SYK)	increases	act(p(HGNC:TREM2))				
2825a9ca-70d4-458c-88e8-3341c7c72516	0.95	27102437	Moreover, spleen tyrosine kinase (Syk) inhibitor restrained IL-10 production of TREM-2 + DC.	reach	p(HGNC:IL10)	increases	act(p(HGNC:TREM2))				
2825a9ca-70d4-458c-88e8-3341c7c72516	0.95	27102437	On the other hand, addition of R406, a Syk inhibitor, to CM from day 3 to day 9 during DC culture, demonstrated that blockade of Syk obviously inhibited IL-10 production of TREM-2 + DC.	reach	p(HGNC:IL10)	increases	act(p(HGNC:TREM2))				
1156db53-7326-4d9c-a028-32e494cf6725	0.92	27102437	On the other hand, addition of R406, a Syk inhibitor, to CM from day 3 to day 9 during DC culture, demonstrated that blockade of Syk obviously inhibited IL-10 production of TREM-2 + DC.	reach	p(HGNC:SYK)	increases	act(p(HGNC:TREM2))				
2825a9ca-70d4-458c-88e8-3341c7c72516	0.95	27102437	Remarkably, IL-10 neutralizing antibody and R406, both lowered the suppressive potential of TREM-2 + DCs on the proliferation of T cells.	reach	p(HGNC:IL10)	increases	act(p(HGNC:TREM2))				
2825a9ca-70d4-458c-88e8-3341c7c72516	0.95	27102437	Remarkably, IL-10 neutralizing antibody and Syk inhibitor both lowered the suppressive potential of TREM-2 + DCs in T cell proliferation.	reach	p(HGNC:IL10)	increases	act(p(HGNC:TREM2))				
2825a9ca-70d4-458c-88e8-3341c7c72516	0.95	27102437	Syk was responsible for TREM-2-mediated inhibitory signaling in lung cancer while Syk inhibitor restrained the IL-10 production of TREM-2 + DC.	reach	p(HGNC:IL10)	increases	act(p(HGNC:TREM2))				
05eda030-6da6-45af-8554-6e3bcd53f049	0.95	27102437	"TREM-2 + DCs from CM and/or tumor bearing mice held altered phenotypes (CD80 Low CD86 Low MHCII Low) and impaired functions, such as, reduced interleukin (IL) -12 secretion, increased IL-10 production, and weakened ovalbumin (OVA)-endocytic capacity; also developed potent inhibitory effect on T cell proliferation that could be partially reversed by TREM-2 blockage."	reach	p(HGNC:TREM2)	increases	"bp(GO:""GO:0008283"")"				
fa784a32-1599-48bb-81d9-239e8d8f20cc	0.95	27102437	TREM-2 functioned to inhibit TNF-alpha and IL-6 production by MPhis in response to TLR ligands [XREF_BIBR], whereas overexpression in myeloid cells led to less TNF and inducible nitric oxide [XREF_BIBR], but more IL-10 [XREF_BIBR, XREF_BIBR].	reach	p(HGNC:TREM2)	decreases	act(p(HGNC:IL6))				
b5d99893-ee19-4fcc-bc84-f381b77f5d20	0.95	27102437	TREM-2 functioned to inhibit TNF-alpha and IL-6 production by MPhis in response to TLR ligands [XREF_BIBR], whereas overexpression in myeloid cells led to less TNF and inducible nitric oxide [XREF_BIBR], but more IL-10 [XREF_BIBR, XREF_BIBR].	reach	p(HGNC:TREM2)	decreases	act(p(HGNC:TNF))				
2825a9ca-70d4-458c-88e8-3341c7c72516	0.95	27102437	These results indicated that IL-10 may not only induce TREM-2 + DCs in the tumor microenvironment but also be the effective factor of TREM-2 + DCs during the negative regulation of the tumor.	reach	p(HGNC:IL10)	increases	act(p(HGNC:TREM2))				
be6b5aa3-d921-409a-9e64-44ba03926172	0.94	27121148	Aging and AD thus enhanced TREM2 expression to a quantitatively similar extent in human brain.	reach	p(PFAM:PF09793)	increases	p(HGNC:TREM2)				
6fdcdb67-40d8-4745-b862-3af874ce179d	0.65	27143430	In the current study, we demonstrated that Abeta and LPS substantially decreased TREM2 mRNA levels but increased TREML2 mRNA levels in microglia.	reach	p(HGNC:APP)	decreases	p(HGNC:TREM2)				
9b5e7a7b-539d-436b-b799-07ac1f599f9d	0.65	27143430	Intriguingly, knockdown of TREM2 enhanced TREML2 levels in the presence of LPS, suggesting that TREM2 may modulate the inflammatory response at least partially by altering the expression of TREML2.	reach	p(HGNC:TREM2)	decreases	p(HGNC:TREML2)				
13469d19-79e7-417e-a6bf-7bdf3dfdf38e	0.92	27143430	It is possible that the inflammatory cytokines in AD brains further down-regulate TREM2 expression, thus initiating a vicious cycle in which abnormal neuro inflammation and impaired microglial functions synergistically promote AD pathogenesis.	reach	p(PFAM:PF09793)	decreases	p(HGNC:TREM2)				
83ca9eb1-37c5-4eb3-b350-28e67846be7c	0.65	27143430	TREM2 down-regulation in primary microglia enhances the levels of TREML2 and pro inflammatory cytokines in response to LPS.	reach	p(HGNC:TREM2)	increases	p(HGNC:TREML2)				
05eda030-6da6-45af-8554-6e3bcd53f049	0.95	27143430	We found that TREM2 knockdown significantly suppressed microglia proliferation (XREF_FIG), whereas TREML2 knockdown increased microglia proliferation (XREF_FIG).	reach	p(HGNC:TREM2)	increases	"bp(GO:""GO:0008283"")"				
0a274432-1411-45e5-9760-cca226ec697d	0.65	27148736	Increased expression of Fascin, decreased expression of TREM-2, and co-localization of TREMs in Fascin+ cells in carotid plaque of symptomatic patients.	reach	p(HGNC:FSCN1)	decreases	p(HGNC:TREM2)				
7c91e623-cbab-4253-95ba-bb00685e449b	0.65	27148736	There was significantly increased expression of TREM-1 (XREF_FIG) and HLA-DR (XREF_FIG), and significantly decreased expression of TREM-2 (XREF_FIG) in the S compared to AS plaques.	reach	p(HGNC:TREM2)	increases	"p(FPLX:""HLA_DR"")"				
b170b3c1-6445-4aad-bff6-04f78a512009	0.92	27148736	There was significantly increased expression of TREM-1 (XREF_FIG) and HLA-DR (XREF_FIG), and significantly decreased expression of TREM-2 (XREF_FIG) in the S compared to AS plaques.	reach	p(HGNC:TREM2)	increases	p(HGNC:TREM1)				
b170b3c1-6445-4aad-bff6-04f78a512009	0.92	27148736	There was significantly increased expression of TREM-1 (XREF_FIG), and significantly decreased expression of TREM-2 (XREF_FIG) and alpha-SMA (XREF_FIG) in the S compared to AS plaques.	reach	p(HGNC:TREM2)	increases	p(HGNC:TREM1)				
b170b3c1-6445-4aad-bff6-04f78a512009	0.92	27148736	There was significantly increased expression of TREM-1 (XREF_FIG), fascin (XREF_FIG) and significantly decreased expression of TREM-2 (XREF_FIG) in the S compared to AS plaques.	reach	p(HGNC:TREM2)	increases	p(HGNC:TREM1)				
67de840c-b3db-44f7-bf80-dd4479a59b65	0.88	27196974	Furthermore, loss of Trem2 increased the average length of diffuse fibrils radiating outwards from the mesh like compact core (XREF_FIG) (average 231nm in Trem2 +/+, 396nm in Trem2 +/- and 442nm in Trem2 -/-).	reach	p(HGNC:TREM2)	decreases	act(p(HGNC:TREM2))				
65489a8d-e0ef-4f1c-97b5-5eb9342f7652	0.65	27196974	TREM2 R47H mutations disrupt the microglia barrier function in late-onset human AD.	reach	"p(HGNC:TREM2, var(""p.Arg47His""))"	decreases	act(p(PFAM:PF09793))				
ee26fc3f-9291-4df3-9b28-174817dc890e	0.95	27196974	Trem2 haplodeficiency abolishes the microglia barrier but does not impair Abeta phagocytosis.	reach	p(HGNC:TREM2)	decreases	act(p(HGNC:APP))				
421d8e69-6329-49a6-8c00-a12def79fad2	0.86	27248001	It has recently been appreciated that TREM2 expression is directly regulated by agonists of RXR.	reach	p(FPLX:RXR)	increases	p(HGNC:TREM2)				
ee26fc3f-9291-4df3-9b28-174817dc890e	0.95	27248001	The model emerging from this study is that TREM2 senses changes in the lipid microenvironment that result from Abeta accumulation and neuronal degeneration, which triggers signals that activate microglial capacity to limit further Abeta accumulation.	reach	p(HGNC:TREM2)	decreases	act(p(HGNC:APP))				
7a18ae60-06a6-4ed4-a5d9-6c978ae5b2e8	0.95	27253382	Our ex vivo studies suggest that the protective effect of TREM-2 deficiency in part results from the diminished capacity of TREM-2-deficient macrophages to elicit a pro inflammatory response which is an important contributor to organ injury in the event of sepsis.	reach	p(HGNC:TREM2)	increases	"bp(GO:""GO:0006954"")"				
9b1f1270-a7d1-423b-b9c9-f3c84b802ef7	0.88	27266327	Sema6D (a family of secreted and membrane associated proteins) was also reported to activate TREM-2 and DAP12 signaling by phosphorylating DAP12 which demonstrates a link between TREM-2, cell adhesion, and motility functions [XREF_BIBR].	reach	p(HGNC:SEMA6D)	increases	act(p(HGNC:TREM2))				
16ec7e4f-636b-4fce-ae53-8fa665e56afa	0.95	27402340	Loss of TREM2 reduces the ability of microglia to engulf Abeta.	reach	p(HGNC:TREM2)	increases	act(p(HGNC:APP))				
07395771-1120-4fcc-a584-ee1910c6ff6e	0.65	27402340	We obtained a mutant cell line with a single nucleotide insertion (93_94insG) within the target site, which leads to a frame shift and an early stop codon that eliminates TREM2 expression (Fig XREF_FIG A).	reach	p(HGNC:MAP6)	decreases	p(HGNC:TREM2)				
bdd6ac93-6eff-4359-b989-8acb1f186a21	0.65	27446922	More precisely, TREM2 seems to act as a sensor for several anionic and Zwitter-ionic lipids that are derived from the cell membrane of neurons and glial cells, as lipid derivatives generated from some organelles such as mitochondria failed to trigger TREM2 activation (Wang et al., xref ).	sparser	p(HGNC:TREM2)	increases	act(p(UP:P0A850))				
009aa58a-0088-42ca-813d-115fda25e16c	0.65	27446922	More precisely, TREM2 seems to act as a sensor for several anionic and Zwitter-ionic lipids that are derived from the cell membrane of neurons and glial cells, as lipid derivatives generated from some organelles such as mitochondria failed to trigger TREM2 activation.	reach	p(PFAM:PF13796)	increases	act(p(HGNC:TREM2))				
be6b5aa3-d921-409a-9e64-44ba03926172	0.94	27520774	It is possible that monocyte TREM2 expression may be modulated by some AD associated systemic signal and thus useful as a biomarker, but this remains to be convincingly demonstrated.	reach	p(PFAM:PF09793)	increases	p(HGNC:TREM2)				
7ed7fa9f-f11f-476e-b599-2b0cfc341268	0.86	27522519	In vitro, TREM2 knockdown microglia have defective clearance of apoptotic neurons and increased synthesis of TNF-alpha and iNOS, whilst overexpression of microglial TREM2 increases phagocytic activity and reduces the production of the pro inflammatory mediators TNF-alpha, IL-1beta and iNOS, indicating that TREM2 may promote a phagocytic, anti-inflammatory phenotype in microglia.	reach	p(HGNC:TREM2)	increases	act(p(HGNC:NOS2))				
dab3e939-d3e5-4c92-8b6c-c27ac9062ead	0.95	27522519	In vitro, TREM2 knockdown microglia have defective clearance of apoptotic neurons and increased synthesis of TNF-alpha and iNOS, whilst overexpression of microglial TREM2 increases phagocytic activity and reduces the production of the pro inflammatory mediators TNF-alpha, IL-1beta and iNOS, indicating that TREM2 may promote a phagocytic, anti-inflammatory phenotype in microglia.	reach	p(HGNC:TREM2)	increases	act(p(HGNC:TNF))				
21f1bbe7-6acd-4ac0-a54f-372ab9591cf3	0.95	27522519	In vitro, TREM2 knockdown microglia have defective clearance of apoptotic neurons and increased synthesis of TNF-alpha and iNOS, whilst overexpression of microglial TREM2 increases phagocytic activity and reduces the production of the pro inflammatory mediators TNF-alpha, IL-1beta and iNOS, indicating that TREM2 may promote a phagocytic, anti-inflammatory phenotype in microglia.	reach	p(HGNC:TREM2)	decreases	act(p(HGNC:IL1B))				
18c69ee3-c1be-41b7-b730-a6e6df4a2b41	0.95	27522519	In vitro, TREM2 knockdown microglia have defective clearance of apoptotic neurons and increased synthesis of TNF-alpha and iNOS, whilst overexpression of microglial TREM2 increases phagocytic activity and reduces the production of the pro inflammatory mediators TNF-alpha, IL-1beta and iNOS, indicating that TREM2 may promote a phagocytic, anti-inflammatory phenotype in microglia.	reach	p(HGNC:TREM2)	decreases	act(p(HGNC:NOS2))				
b5d99893-ee19-4fcc-bc84-f381b77f5d20	0.95	27522519	In vitro, TREM2 knockdown microglia have defective clearance of apoptotic neurons and increased synthesis of TNF-alpha and iNOS, whilst overexpression of microglial TREM2 increases phagocytic activity and reduces the production of the pro inflammatory mediators TNF-alpha, IL-1beta and iNOS, indicating that TREM2 may promote a phagocytic, anti-inflammatory phenotype in microglia.	reach	p(HGNC:TREM2)	decreases	act(p(HGNC:TNF))				
be6b5aa3-d921-409a-9e64-44ba03926172	0.94	27524239	These results suggest that an epigenetic mechanism in AD involving an aluminum triggered, NF-kB-sensitive, miRNA-34a-mediated down-regulation of TREM2 expression may impair phagocytic responses that may ultimately contribute to an accumulation and aggregation of the Abeta42 peptide, amyloidogenesis, and inflammatory degeneration in the AD brain [XREF_BIBR].	reach	p(PFAM:PF09793)	increases	p(HGNC:TREM2)				
e95f50c4-b486-4fc0-87fe-8ec84155d8e8	0.95	27562848	In the brain TREM2 is believed to reduce cytokine production and promote microglial phagocytosis.	reach	p(HGNC:TREM2)	decreases	"bp(GO:""GO:0001816"")"				
355e881f-a4f3-4731-bd19-c51ffa625b51	0.65	27655548	Compared with the asthma group, the TREM-2 overexpression group showed a significantly reduced level of Th2 cytokine (P < 0.05), a significantly reduced level of IgE (P < 0.05), and significantly reduced numbers of total cells and classified cells (P < 0.05), as well as significantly downregulated expression of the inflammatory factors and growth factors MMP-2, MMP-9, TGF-beta1, ADAM8, and ADAM33 (P < 0.05).	reach	p(HGNC:TREM2)	decreases	act(p(HGNC:ADAM33))				
c8076d9e-0585-48cb-8e59-bdceee99231f	0.65	27655548	Compared with the asthma group, the TREM-2 overexpression group showed a significantly reduced level of Th2 cytokine (P < 0.05), a significantly reduced level of IgE (P < 0.05), and significantly reduced numbers of total cells and classified cells (P < 0.05), as well as significantly downregulated expression of the inflammatory factors and growth factors MMP-2, MMP-9, TGF-beta1, ADAM8, and ADAM33 (P < 0.05).	reach	p(HGNC:TREM2)	decreases	act(p(HGNC:ADAM8))				
77f07236-6c73-4134-b1cd-6d479fbf8173	0.86	27655548	Compared with the asthma group, the TREM-2 overexpression group showed a significantly reduced level of Th2 cytokine (P < 0.05), a significantly reduced level of IgE (P < 0.05), and significantly reduced numbers of total cells and classified cells (P < 0.05), as well as significantly downregulated expression of the inflammatory factors and growth factors MMP-2, MMP-9, TGF-beta1, ADAM8, and ADAM33 (P < 0.05).	reach	p(HGNC:TREM2)	decreases	act(p(HGNC:MMP2))				
00a1f948-b405-4582-814b-2cc4e3ecb14e	0.86	27655548	Compared with the asthma group, the TREM-2 overexpression group showed a significantly reduced level of Th2 cytokine (P < 0.05), a significantly reduced level of IgE (P < 0.05), and significantly reduced numbers of total cells and classified cells (P < 0.05), as well as significantly downregulated expression of the inflammatory factors and growth factors MMP-2, MMP-9, TGF-beta1, ADAM8, and ADAM33 (P < 0.05).	reach	p(HGNC:TREM2)	decreases	act(p(HGNC:MMP9))				
faa1269d-9e44-4e6e-a086-73cfe4fba2a1	0.65	27655548	Compared with the asthma group, the TREM-2 overexpression group showed a significantly reduced level of Th2 cytokine (P < 0.05), a significantly reduced level of IgE (P < 0.05), and significantly reduced numbers of total cells and classified cells (P < 0.05), as well as significantly downregulated expression of the inflammatory factors and growth factors MMP-2, MMP-9, TGF-beta1, ADAM8, and ADAM33 (P < 0.05).	reach	p(HGNC:TREM2)	decreases	act(p(HGNC:TGFB1))				
9f247385-8dd0-41df-87aa-4eeedc827263	0.86	27658901	In either way, the strong reduction in TREM2 levels when co-expressed with mutant TYROBP suggests that, based on the current cellular model, the p.D50 _ L51ins14 mutation leads to a loss of TYROBP expression and/or function and reduced TREM2 levels.	reach	p(HGNC:TREM2)	increases	p(HGNC:TREM2)				
3596bf9b-9395-49f8-a4f5-5fcccfdd97c7	0.65	27686093	Interestingly, liver Nemo Deltahepa / CREMalpha Tg T cells exhibit upregulation of the CX3CR and CX3CL1 signalling pathway, a protective pathway in liver injury, XREF_BIBR TREM2, which attenuates TLR4 dependent inflammation, and macrophage receptor with collagenous structure (MARCO), important in DCs (see online XREF_SUPPLEMENTARY S6A).	reach	p(HGNC:TREM2)	decreases	act(p(HGNC:MARCO))				
688dee09-4332-48d0-ab04-421b881ce74c	0.86	27686093	Interestingly, liver Nemo Deltahepa / CREMalpha Tg T cells exhibit upregulation of the CX3CR and CX3CL1 signalling pathway, a protective pathway in liver injury, XREF_BIBR TREM2, which attenuates TLR4 dependent inflammation, and macrophage receptor with collagenous structure (MARCO), important in DCs (see online XREF_SUPPLEMENTARY S6A).	reach	p(HGNC:TREM2)	decreases	act(p(HGNC:TLR4))				
fa784a32-1599-48bb-81d9-239e8d8f20cc	0.95	27717139	More importantly, Vps35 deficiency leads to excessive lipopolysaccharide (LPS)-induced inducible nitric oxide synthase (iNOS) expression and IL-6 production, which can be abolished by Trem2 overexpression.	reach	p(HGNC:TREM2)	decreases	act(p(HGNC:IL6))				
5294215c-d219-44bd-a7cf-fff1b00f2e6b	0.65	27779645	Depletion of TREM-2 inactivated PI3K and Akt pathway through increasing the expression of PTEN.	reach	p(HGNC:TREM2)	decreases	act(p(FPLX:AKT))				
8433e1cb-063d-46fc-8597-436396e01857	0.65	27779645	Invivo, the results showed that depletion of TREM-2 significantly inhibited the ACHN tumor growth in the nude mouse model.	reach	p(HGNC:TREM2)	decreases	act(p(HGNC:LARP6))				
0be438c9-8247-4a07-b1a4-026ecbea5615	0.65	27779645	Silencing TREM-2 inhibited cell growth, induced G1 phase arrest of cell cycle and cell apoptosis in RCC cells.	reach	p(HGNC:TREM2)	increases	"bp(GO:""GO:0016049"")"				
4eeff8b2-1ef3-441f-aff4-b1b995526890	0.65	27779645	The analysis of relative protein factors suggested that silencing TREM-2 downregulated the expression levels of Bcl2 and PCNA, and upregulated the expression levels of Bax and caspase-3 in RCC cell lines.	reach	p(HGNC:TREM2)	decreases	p(HGNC:BAX)				
7fff850c-7235-4589-8110-4ae5ef7a5c40	0.65	27779645	The analysis of relative protein factors suggested that silencing TREM-2 downregulated the expression levels of Bcl2 and PCNA, and upregulated the expression levels of Bax and caspase-3 in RCC cell lines.	reach	p(HGNC:TREM2)	decreases	p(HGNC:BCL2)				
be7eb3f5-6ab6-46d8-a325-4d24b563e23f	0.65	27779645	The analysis of relative protein factors suggested that silencing TREM-2 downregulated the expression levels of Bcl2 and PCNA, and upregulated the expression levels of Bax and caspase-3 in RCC cell lines.	reach	p(HGNC:TREM2)	decreases	p(HGNC:CASP3)				
1de72fab-a0dd-4a4f-98f8-c0e01fe4da40	0.65	27779645	The analysis of relative protein factors suggested that silencing TREM-2 downregulated the expression levels of Bcl2 and PCNA, and upregulated the expression levels of Bax and caspase-3 in RCC cell lines.	reach	p(HGNC:TREM2)	decreases	p(HGNC:PCNA)				
a52f176f-92fa-4447-8b27-34e212d3fd89	0.65	27779645	The analysis of relative protein factors suggested that silencing TREM-2 downregulated the expression levels of Bcl2 and PCNA, and upregulated the expression levels of Bax and caspase-3 in RCC cell lines.	reach	p(HGNC:TREM2)	increases	p(HGNC:BAX)				
49636515-2761-4851-9427-3518dd4d987e	0.65	27779645	The analysis of relative protein factors suggested that silencing TREM-2 downregulated the expression levels of Bcl2 and PCNA, and upregulated the expression levels of Bax and caspase-3 in RCC cell lines.	reach	p(HGNC:TREM2)	increases	p(HGNC:CASP3)				
fde17752-93cc-4ccb-a853-3159e01209fd	0.65	27833731	Co-stimulatory mechanisms mediated by the osteoclast membrane immunoreceptors osteoclast associated receptor (OSCAR) and triggering receptor expressed on myeloid cells 2 (TREM2) seem also to be important for osteoclastogenesis.	reach	p(HGNC:TREM2)	increases	act(p(HGNC:OSCAR))				
c8db5afa-4c29-4d4d-a566-52ec9be165f7	0.95	27889895	TREM2 reduces macrophage activation and inhibits cytokine production in response to TLR2 and TLR4 ligands [XREF_BIBR].	reach	p(HGNC:TREM2)	increases	"bp(GO:""GO:0001816"")"				
cbb3d411-6a01-43be-84f7-d70c999bd1cb	0.65	27923061	Another WA specific gene, Trem2, was recently shown to enhance adipogenesis, promote glucose and insulin resistance, and diminish energy expenditure.	reach	p(HGNC:TREM2)	decreases	"bp(GO:""GO:0006091"")"				
a11ab9dc-c208-4a83-847a-e165df225b9e	0.95	27934908	Additional data showed that TREM-2 up-regulated IL-1beta and IL-6 expression via TLR4 instead of the TLR2 signaling pathway and promoted MMP-2 and MMP-8 secretion and osteoclast activation in experimentally acquired cholesteatoma.	reach	p(HGNC:TREM2)	increases	p(HGNC:IL1B)				
7a18ae60-06a6-4ed4-a5d9-6c978ae5b2e8	0.95	27934908	Correale et al. reported that TREM-2 induced an inflammatory response and caused mucous membrane remodeling in inflammatory bowel diseases (IBDs) XREF_BIBR.	reach	p(HGNC:TREM2)	increases	"bp(GO:""GO:0006954"")"				
f6d0e481-ebbc-438c-b273-cc5acb82e604	0.65	27934908	In addition, TREM-2 induces partial MMP-2, MMP-8 and MMP-9 secretion by macrophages.	reach	p(HGNC:TREM2)	increases	act(p(HGNC:MMP2))				
5930edec-7cd0-4dea-bcae-ecb6476a3890	0.65	27934908	In addition, TREM-2 induces partial MMP-2, MMP-8 and MMP-9 secretion by macrophages.	reach	p(HGNC:TREM2)	increases	act(p(HGNC:MMP8))				
ded4059f-32f3-4ed5-8eae-19385f804806	0.65	27934908	In addition, TREM-2 induces partial MMP-2, MMP-8 and MMP-9 secretion by macrophages.	reach	p(HGNC:TREM2)	increases	act(p(HGNC:MMP9))				
55d5e76e-4fe8-4605-b570-328f024c8031	0.94	27934908	Therefore, it could be inferred that TREM-2 might amplify the inflammatory response in human acquired cholesteatoma and then increase the proinflammatory cytokines levels (IL-1beta, TNF-alpha, and IL-6) while promoting MMP secretion.	reach	p(HGNC:TREM2)	increases	act(p(HGNC:IL1B))				
93ad0b83-e489-4df6-9a9c-4bcf697c7a7c	0.86	27934908	Therefore, it could be inferred that TREM-2 might amplify the inflammatory response in human acquired cholesteatoma and then increase the proinflammatory cytokines levels (IL-1beta, TNF-alpha, and IL-6) while promoting MMP secretion.	reach	p(HGNC:TREM2)	increases	act(p(HGNC:IL6))				
dab3e939-d3e5-4c92-8b6c-c27ac9062ead	0.95	27934908	Therefore, it could be inferred that TREM-2 might amplify the inflammatory response in human acquired cholesteatoma and then increase the proinflammatory cytokines levels (IL-1beta, TNF-alpha, and IL-6) while promoting MMP secretion.	reach	p(HGNC:TREM2)	increases	act(p(HGNC:TNF))				
869b5dcf-f7c8-4092-88f6-347c44dea925	0.65	27934908	These data indicated that TREM-2 up-regulated MMP expression.	reach	p(HGNC:TREM2)	increases	p(FPLX:MMP)				
fa784a32-1599-48bb-81d9-239e8d8f20cc	0.95	27959619	The expression of TREM2 on recently differentiated macrophages entering into sites of inflammation acts in cooperation with DAP-12 to reduce macrophage production of TNF-alpha and IL-6.	reach	p(HGNC:TREM2)	decreases	act(p(HGNC:IL6))				
b5d99893-ee19-4fcc-bc84-f381b77f5d20	0.95	27959619	The expression of TREM2 on recently differentiated macrophages entering into sites of inflammation acts in cooperation with DAP-12 to reduce macrophage production of TNF-alpha and IL-6.	reach	p(HGNC:TREM2)	decreases	act(p(HGNC:TNF))				
fc0d1c50-6ad8-43c0-8bd6-b7d26a8d4bb1	0.95	27995897	Interestingly, we have observed that the absence of TREM2 in an AD mouse model prevents microglia proliferation and promotes microglia apoptosis, suggesting that soluble TREM2 could play a similar role in the CNS.	reach	p(HGNC:TREM2)	increases	"bp(GO:""GO:0006915"")"				
db6b2cb2-cfbd-40a4-b610-f952410ae051	0.65	27995897	"Microglia in TREM2 -deficient AD mice display less activation and do not engulf Aβ plaques, which reduces the density of Aβ plaques and promotes diffuse Aβ structures, which, in turn, are more neurotoxic and contribute to the accumulation of classic AD pathology ( xref ; xref )."	sparser	p(UP:B6EMS7)	increases	act(p(HGNC:TREM2))				
fc0d1c50-6ad8-43c0-8bd6-b7d26a8d4bb1	0.95	27995897	TREM2 deficient AD mice display fewer activated microglia, and the absence of TREM2 prevents microglia proliferation and promotes microglia apoptosis, which is correlated with increased accumulation of Abeta plaques.	reach	p(HGNC:TREM2)	increases	"bp(GO:""GO:0006915"")"				
fc0d1c50-6ad8-43c0-8bd6-b7d26a8d4bb1	0.95	27995897	TREM2 deficient AD mice display fewer activated microglia, and the absence of TREM2 prevents microglia proliferation and promotes microglia apoptosis, which was correlated with increased accumulation of Abeta plaques.	reach	p(HGNC:TREM2)	increases	"bp(GO:""GO:0006915"")"				
51fa620a-c866-4d6f-8872-9755e1bc24ad	0.65	28052249	For example, TNFR2 ablation causes downregulation of the microglia specific gene Trem2, which is necessary for innate immunity, phagocytosis and resolution of inflammation.	reach	p(HGNC:TNFRSF1B)	increases	act(p(HGNC:TREM2))				
9ebee061-f3a8-4bcb-bd60-894e4bdb4a89	0.92	28077724	Together, our studies demonstrate a critical role of TREM2 mediated Wnt and beta-catenin pathway in microglial viability and suggest that modulating this pathway therapeutically may help to combat the impaired microglial survival and microgliosis associated with AD.	reach	p(HGNC:TREM2)	increases	act(p(FPLX:Wnt))				
8accf3f8-21ec-48b5-8c18-5343e0986f11	0.92	28077724	We demonstrate that TREM2 promotes microglial survival by activating the Wnt and beta-catenin signaling pathway and that it is possible to restore Wnt and beta-catenin signaling when TREM2 activity is disrupted or reduced.	reach	p(HGNC:TREM2)	increases	act(p(HGNC:CTNNB1))				
9ebee061-f3a8-4bcb-bd60-894e4bdb4a89	0.92	28077724	We demonstrate that TREM2 promotes microglial survival by activating the Wnt and beta-catenin signaling pathway and that it is possible to restore Wnt and beta-catenin signaling when TREM2 activity is disrupted or reduced.	reach	p(HGNC:TREM2)	increases	act(p(FPLX:Wnt))				
04009d18-fcec-42f3-8d79-3c7379756c85	0.86	28077724	We found that TREM2 deficiency reduced the viability and proliferation of primary microglia, reduced microgliosis in Trem2 -/- mouse brains, induced cell cycle arrest at the G 1 / S checkpoint, and decreased the stability of beta-catenin, a key component of the canonical Wnt signaling pathway responsible for maintaining many biological processes, including cell survival.	reach	p(HGNC:TREM2)	increases	"bp(GO:""GO:0007049"")"				
d4cc9d39-c55e-4297-a56b-dd5bcd30e3b9	0.95	28077724	We found that TREM2 deficiency reduced the viability and proliferation of primary microglia, reduced microgliosis in Trem2 -/- mouse brains, induced cell cycle arrest at the G 1 / S checkpoint, and decreased the stability of beta-catenin, a key component of the canonical Wnt signaling pathway responsible for maintaining many biological processes, including cell survival.	reach	p(HGNC:TREM2)	decreases	act(p(HGNC:CTNNB1))				
